CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,CAR_CIENCIAS_TECNOLOGIA,ACREDITADA_3AHNOS
18090,18,KINESIOLOGIA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,25,20,20,0,,15.0,N,458,500.0,32,10.0,,,,N,,,N,21,21,3.0,N,,0,S,4,4,,N,
18091,18,NUTRICION Y DIETETICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,25,20,20,0,,15.0,N,458,500.0,32,12.0,,,,N,,,N,21,21,3.0,N,,0,S,4,4,,N,N
18092,18,INGENIERIA CIVIL EN COMPUTACION E INFORMATICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,15,20,5,10.0,10.0,S,458,500.0,100,14.0,,,,N,,,S,21,21,2.0,N,,0,S,11,4,1.0,S,N
18093,18,INGENIERIA CIVIL INDUSTRIAL,UNIVERSIDAD CATOLICA DEL NORTE,2,15,30,15,25,5,10.0,10.0,S,458,500.0,128,13.0,,,,N,,,S,21,21,2.0,N,,0,S,6,4,1.0,S,
18094,18,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,UNIVERSIDAD CATOLICA DEL NORTE,2,20,45,10,15,0,10.0,10.0,N,458,500.0,75,20.0,,,,N,,,S,21,21,1.0,N,,0,S,12,4,,N,
18095,18,INGENIERIA EN TECNOLOGIAS DE INFORMACION,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,15,20,5,10.0,10.0,S,458,500.0,48,20.0,,,,N,,,S,21,21,2.0,N,,0,S,8,4,1.0,S,S
18096,18,PEDAGOGIA EN EDUCACION DIFERENCIAL CON MENCION  EN DESARROLLO EMOCIONAL Y COGNITIVO,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,15,10,0,10.0,10.0,N,458,,40,18.0,,,,N,,,S,21,21,3.0,S,,1,S,16,4,,N,
18200,18,INGENIERÍA CIVIL EN CONSTRUCCIÓN,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,10,10,5,10.0,10.0,S,458,500.0,12,12.0,,,,N,,,S,21,21,1.0,N,,0,S,10,2,1.0,S,S
18201,18,PEDAGOGIA EN EDUCACION PARVULARIA CON MENCION  EN DESARROLLO EMOCIONAL Y COGNITIVO,UNIVERSIDAD CATOLICA DEL NORTE,2,30,40,10,10,0,10.0,10.0,N,458,,30,12.0,,,,N,,,S,21,21,1.0,S,,1,S,7,2,,N,
18202,18,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DESARROLLO EMOCIONAL Y COGNITIVO,UNIVERSIDAD CATOLICA DEL NORTE,2,25,40,15,10,0,10.0,10.0,N,458,,30,17.0,,,,N,,,S,21,21,1.0,S,,1,S,7,2,,N,S
18203,18,INGENIERÍA CIVIL ELECTRÓNICA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,30,15,20,5,10.0,10.0,S,458,500.0,47,10.0,,,,N,,,S,21,21,3.0,N,,0,S,10,2,5.0,S,
18204,18,INGENIERÍA CIVIL EN ENERGÍA,UNIVERSIDAD CATOLICA DEL NORTE,2,20,35,10,20,5,10.0,10.0,S,458,500.0,38,10.0,,,,N,,,S,21,21,3.0,N,,0,S,10,2,5.0,S,
19003,19,PEDAGOGÍA EN HISTORIA Y CIENCIAS SOCIALES,UNIVERSIDAD DE VALPARAISO,5,10,40,20,10,0,20.0,,N,502,,50,15.0,,,,N,,,N,21,21,3.0,S,,1,S,5,5,,N,
19004,19,INGENIERÍA EN INFORMÁTICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,40,10.0,,,,N,,,S,21,21,5.0,N,,0,S,2,5,5.0,S,
19005,19,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD DE VALPARAISO,5,15,25,25,20,0,15.0,,N,458,,50,15.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,N,
19009,19,PEDAGOGÍA EN LENGUA Y LITERATURA,UNIVERSIDAD DE VALPARAISO,5,20,30,25,10,0,15.0,15.0,N,502,,45,15.0,,,,N,,,S,21,21,2.0,S,,1,S,5,5,,N,
19010,19,PEDAGOGÍA EN FILOSOFÍA,UNIVERSIDAD DE VALPARAISO,5,10,40,20,10,0,20.0,,N,502,,20,5.0,,,,N,,,N,21,21,2.0,S,,1,S,5,5,,N,
19012,19,SOCIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,20,20,25,20,0,15.0,,N,458,,75,25.0,,,,N,,,N,21,21,3.0,N,,0,S,5,5,,N,
19015,19,PEDAGOGÍA EN MÚSICA,UNIVERSIDAD DE VALPARAISO,5,10,40,25,15,0,10.0,10.0,N,502,,40,15.0,,,,N,,,S,21,21,2.0,S,,1,S,5,5,,N,
19017,19,INGENIERÍA CIVIL - PLAN COMÚN,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,50,5.0,,,,N,,,S,21,21,2.0,N,,0,S,2,5,5.0,S,
19018,19,INGENIERÍA CIVIL AMBIENTAL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,35,15.0,,,,N,,,S,21,21,2.0,N,,0,S,2,5,5.0,S,
19019,19,INGENIERÍA CIVIL MATEMÁTICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,15,10.0,,,,N,,,S,21,21,2.0,N,,0,S,2,5,2.0,S,
19020,19,ARQUITECTURA,UNIVERSIDAD DE VALPARAISO,5,10,30,30,20,0,10.0,10.0,N,458,,130,20.0,,,,N,,,S,21,21,3.0,N,,0,S,9,5,,N,
19021,19,INGENIERÍA CIVIL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,50,10.0,,,,N,,,S,21,21,3.0,N,,0,S,5,5,5.0,S,S
19022,19,DISEÑO,UNIVERSIDAD DE VALPARAISO,5,20,40,20,10,0,10.0,10.0,N,458,,75,27.0,,,,N,,,S,21,21,2.0,N,,0,S,20,5,,N,
19024,19,CINE,UNIVERSIDAD DE VALPARAISO,5,10,40,30,10,0,10.0,10.0,N,458,,40,32.0,,,,N,,,S,21,21,2.0,N,,0,S,10,5,,N,
19026,19,INGENIERÍA EN CONSTRUCCIÓN,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,50,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,5,5.0,S,
19027,19,GESTIÓN EN TURISMO Y CULTURA,UNIVERSIDAD DE VALPARAISO,5,20,40,20,10,0,10.0,10.0,N,458,,40,22.0,,,,N,,,S,21,21,5.0,N,,0,S,10,5,,N,
19028,19,TEATRO,UNIVERSIDAD DE VALPARAISO,5,20,40,20,10,0,10.0,10.0,N,458,,25,15.0,,,,N,,,S,21,21,2.0,N,,0,S,6,5,,N,
19030,19,DERECHO,UNIVERSIDAD DE VALPARAISO,5,10,25,25,25,0,15.0,15.0,N,458,,150,50.0,,,,N,,,S,21,21,5.0,N,,0,S,8,5,,N,
19031,19,TRABAJO SOCIAL,UNIVERSIDAD DE VALPARAISO,5,20,30,20,20,0,10.0,,N,458,,78,15.0,,,,N,,,N,21,21,3.0,N,,0,S,3,5,,N,
19036,19,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE VALPARAISO,5,10,20,30,20,0,,20.0,N,458,,35,5.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19037,19,EDUCACIÓN PARVULARIA,UNIVERSIDAD DE VALPARAISO,5,10,40,30,10,0,10.0,10.0,N,502,,35,30.0,,,,N,,,S,21,21,2.0,S,,1,S,4,5,,N,
19039,19,MEDICINA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,50,6.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19040,19,MEDICINA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,74,6.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19041,19,ENFERMERÍA,UNIVERSIDAD DE VALPARAISO,5,15,25,20,20,0,,20.0,N,458,,85,25.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19042,19,ENFERMERÍA,UNIVERSIDAD DE VALPARAISO,5,15,25,20,20,0,,20.0,N,458,,50,20.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19043,19,KINESIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,10,20,25,20,0,,25.0,N,458,,80,20.0,,,,N,,,N,21,21,2.0,N,,0,S,2,5,,N,
19044,19,FONOAUDIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,20,20,30,20,0,10.0,10.0,N,458,,45,5.0,,,,N,,,S,21,21,2.0,N,,0,S,5,5,,N,
19045,19,PSICOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,30,20,0,10.0,,N,458,,100,30.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,N,
19046,19,FONOAUDIOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,20,20,30,20,0,10.0,10.0,N,458,,50,5.0,,,,N,,,S,21,21,2.0,N,,0,S,5,5,,N,
19047,19,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE VALPARAISO,5,10,20,30,20,0,,20.0,N,458,,75,8.0,,,,N,,,N,21,21,1.0,N,,0,S,1,5,,N,
19048,19,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,50,8.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19049,19,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,70,8.0,,,,N,,,N,21,21,2.0,N,,0,S,1,5,,N,
19050,19,ODONTOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,25,25,20,20,0,,10.0,N,458,,72,20.0,,,,N,,,N,21,21,2.0,N,,0,S,3,5,,N,S
19052,19,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,110,40.0,,,,N,,,S,21,21,6.0,N,,0,S,2,5,5.0,S,
19060,19,INGENIERÍA COMERCIAL,UNIVERSIDAD DE VALPARAISO,5,10,40,20,20,0,10.0,10.0,N,458,,150,70.0,,,,N,,,S,21,21,12.0,N,,0,S,6,5,,N,
19062,19,AUDITORÍA,UNIVERSIDAD DE VALPARAISO,5,15,35,15,25,0,10.0,10.0,N,458,,70,20.0,,,,N,,,S,21,21,5.0,N,,0,S,6,5,,N,
19068,19,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD DE VALPARAISO,5,15,25,25,20,0,15.0,,N,458,,85,20.0,,,,N,,,N,21,21,2.0,N,,0,S,4,5,,N,
19074,19,INGENIERÍA AMBIENTAL,UNIVERSIDAD DE VALPARAISO,5,10,40,10,25,5,10.0,10.0,S,458,,45,12.0,,,,N,,,S,21,21,4.0,N,,0,S,2,5,5.0,S,
19075,19,LICENCIATURA EN CIENCIAS MENCION EN BIOLOGÍA O EN QUIMICA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,30,10.0,,,,N,,,N,21,21,3.0,N,,0,S,2,5,2.0,S,
19076,19,INGENIERÍA CIVIL BIOMÉDICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,70,20.0,,,,N,,,S,21,21,4.0,N,,0,S,4,5,5.0,S,
19078,19,LICENCIATURA EN FÍSICA MENCION ASTRONOMÍA O CIENCIAS ATMOSFÉRICAS O COMPUTACIÓN CIENTÍFICA,UNIVERSIDAD DE VALPARAISO,5,10,10,10,45,10,,15.0,S,458,,45,15.0,,,,N,,,N,21,21,5.0,N,,0,S,2,5,2.0,S,
19079,19,PEDAGOGÍA EN MATEMÁTICAS O LICENCIATURA EN MATEMÁTICAS,UNIVERSIDAD DE VALPARAISO,5,10,35,10,30,5,10.0,10.0,S,502,,30,10.0,,,,N,,,S,21,21,3.0,S,,1,S,3,5,,N,
19080,19,BIOLOGÍA MARINA,UNIVERSIDAD DE VALPARAISO,5,15,30,15,25,0,,15.0,N,458,,55,12.0,,,,N,,,N,21,21,1.0,N,,0,S,10,5,1.0,S,
19081,19,INGENIERÍA CIVIL OCEÁNICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,23,3.0,,,,N,,,S,21,21,4.0,N,,0,S,8,5,2.0,S,
19083,19,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD DE VALPARAISO,5,20,30,10,30,0,10.0,10.0,N,458,,40,20.0,,,,N,,,S,21,21,5.0,N,,0,S,5,5,,N,
19084,19,INGENIERÍA EN ESTADÍSTICA Y CIENCIA DE DATOS,UNIVERSIDAD DE VALPARAISO,5,10,25,15,35,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,5,5,2.0,S,
19085,19,INGENIERÍA CIVIL INFORMÁTICA,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,75,35.0,,,,N,,,S,21,21,8.0,N,,0,S,4,5,5.0,S,
19086,19,ADMINISTRACIÓN HOTELERA Y GASTRONÓMICA,UNIVERSIDAD DE VALPARAISO,5,10,40,20,20,0,10.0,10.0,N,458,,60,55.0,,,,N,,,S,21,21,5.0,N,,0,S,9,5,,N,S
19088,19,INGENIERÍA EN NEGOCIOS INTERNACIONALES,UNIVERSIDAD DE VALPARAISO,5,10,30,20,30,0,10.0,10.0,N,458,,80,50.0,,,,N,,,S,21,21,5.0,N,,0,S,3,5,,N,S
19089,19,INGENIERÍA EN NEGOCIOS INTERNACIONALES,UNIVERSIDAD DE VALPARAISO,5,10,30,20,30,0,10.0,10.0,N,458,,30,20.0,,,,N,,,S,21,21,5.0,N,,0,S,2,13,,N,
19090,19,QUÍMICA Y FARMACIA,UNIVERSIDAD DE VALPARAISO,5,10,45,15,20,0,,10.0,N,458,,70,30.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,N,S
19091,19,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE VALPARAISO,5,10,45,15,20,0,,10.0,N,458,,70,30.0,,,,N,,,N,21,21,2.0,N,,0,S,5,5,,N,S
19092,19,ECOLOGÍA,UNIVERSIDAD DE VALPARAISO,5,10,30,20,20,0,,20.0,N,458,,30,15.0,,,,N,,,N,21,21,3.0,N,,0,S,2,5,5.0,S,S
19093,19,AUDITORÍA,UNIVERSIDAD DE VALPARAISO,5,15,35,15,25,0,10.0,10.0,N,458,,30,15.0,,,,N,,,S,21,21,2.0,N,,0,S,2,13,,N,S
19094,19,INGENIERÍA CIVIL INDUSTRIAL,UNIVERSIDAD DE VALPARAISO,5,10,30,10,35,5,10.0,10.0,S,458,,70,20.0,,,,N,,,S,21,21,6.0,N,,0,S,2,13,5.0,S,S
19095,19,INGENIERÍA COMERCIAL,UNIVERSIDAD DE VALPARAISO,5,10,40,20,20,0,10.0,10.0,N,458,,60,25.0,,,,N,,,S,21,21,2.0,N,,0,S,2,13,,N,S
20007,20,PEDAGOGÍA EN ARTES VISUALES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,15,15,25,25,0,20.0,,N,485,,55,5.0,,,,N,,,N,21,21,5.0,S,,1,S,18,13,,N,S
20011,20,PEDAGOGÍA EN MÚSICA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,40,20,20,0,10.0,10.0,N,485,,40,5.0,,,,N,,,S,21,21,5.0,S,,1,S,20,13,,N,S
20012,20,DIRECCIÓN DE AGRUPACIONES MUSICALES INSTRUMENTALES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,40,20,20,0,10.0,10.0,N,485,485.0,40,5.0,,,,N,,,S,21,21,5.0,N,,0,S,18,13,,N,S
20022,20,PEDAGOGÍA EN BIOLOGÍA CON MENCIÓN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,40,15,10,0,,15.0,N,485,,50,5.0,,,,N,,,N,21,21,5.0,S,,1,S,18,13,,N,S
20023,20,PEDAGOGÍA EN FÍSICA CON MENCIÓN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,25,20,30,5,,10.0,S,485,,30,3.0,,,,N,,,N,21,21,3.0,S,,1,S,18,13,,N,S
20024,20,PEDAGOGÍA EN MATEMÁTICA CON MENCIÓN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,35,10,30,5,,10.0,S,485,,90,10.0,,,,N,,,N,21,21,10.0,S,,1,S,15,13,,N,S
20025,20,PEDAGOGÍA EN QUÍMICA CON MENCIÓN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,20,20,0,,10.0,N,485,,50,10.0,,,,N,,,N,21,21,6.0,S,,1,S,16,13,,N,S
20050,20,PEDAGOGÍA EN EDUCACIÓN BÁSICA CON MENCIÓN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,30,30,15,15,0,10.0,10.0,N,485,,100,15.0,,,,N,,,S,21,21,10.0,S,,1,S,24,13,,N,S
20052,20,"PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD COM. Y LENGUAJE, EDUC. PERS. SORDAS O APRENDIZAJE",UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,20,40,10,0,10.0,10.0,N,485,,60,6.0,,,,N,,,S,21,21,6.0,S,,1,S,21,13,,N,S
20054,20,PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN PERSONAS CIEGAS Y RETOS MÚLTIPLES,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,30,30,20,10,0,10.0,10.0,N,485,,30,7.0,,,,N,,,S,21,21,5.0,S,,1,S,18,13,,N,N
20056,20,"PEDAGOGÍA EN EDUCACIÓN FÍSICA, DEPORTES Y RECREACIÓN (DAMAS)",UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,20,20,0,10.0,10.0,N,485,,40,5.0,,,2.0,N,,,S,21,21,5.0,S,,1,S,18,13,,N,S
20057,20,PEDAGOGÍA EN EDUCACIÓN ESPECIAL CON ESPECIALIDAD EN DISCAPACIDAD MENTAL Y DESARROLLO COGNITIVO,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,20,40,20,0,10.0,10.0,N,485,,50,7.0,,,,N,,,S,21,21,3.0,S,,1,S,18,13,,N,
20061,20,"PEDAGOGÍA EN EDUCACIÓN FÍSICA, DEPORTES Y RECREACIÓN (VARONES)",UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,20,20,0,10.0,10.0,N,485,,70,6.0,,,1.0,N,,,S,21,21,6.0,S,,1,S,18,13,,N,
20066,20,PEDAGOGÍA EN EDUCACIÓN PARVULARIA CON MENCIÓN EN INTEGRACIÓN CURRICULAR,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,40,30,10,0,10.0,10.0,N,485,,60,6.0,,,,N,,,S,21,21,6.0,S,,1,S,23,13,,N,
20071,20,PEDAGOGÍA EN FILOSOFÍA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,25,30,10,0,25.0,,N,485,,50,7.0,,,,N,,,N,21,21,6.0,S,,1,S,19,13,,N,
20076,20,PEDAGOGÍA EN HISTORIA Y GEOGRAFÍA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,20,20,10,0,30.0,,N,485,,80,7.0,,,,N,,,N,21,21,6.0,S,,1,S,18,13,,N,
20081,20,PEDAGOGÍA EN ALEMÁN,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,30,10,0,10.0,10.0,N,485,,20,5.0,,,,N,,,S,21,21,5.0,S,,1,S,14,13,,N,
20086,20,PEDAGOGÍA EN CASTELLANO,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,20,50,10,0,10.0,,N,485,,90,10.0,,,,N,,,N,21,21,10.0,S,,1,S,15,13,,N,
20091,20,PEDAGOGÍA EN FRANCÉS,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,10,50,20,10,0,10.0,10.0,N,485,,20,5.0,,,,N,,,S,21,21,5.0,S,,1,S,16,13,,N,
20096,20,PEDAGOGÍA EN INGLÉS,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,30,30,10,0,10.0,,N,485,,80,7.0,,,,N,,,N,21,21,6.0,S,,1,S,18,13,,N,
20098,20,KINESIOLOGÍA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,20,25,20,20,0,,15.0,N,485,485.0,55,5.0,,,,N,,,N,21,21,5.0,N,,0,S,19,13,,N,
20099,20,PSICOLOGÍA,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,25,30,25,10,0,10.0,10.0,N,485,485.0,70,15.0,,,,N,,,S,21,21,10.0,N,,0,S,30,13,,N,
20100,20,TERAPIA OCUPACIONAL,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,13,25,30,25,10,0,,10.0,N,485,485.0,50,10.0,,,,N,,,N,21,21,10.0,N,,0,S,20,13,,N,
21002,21,BIBLIOTECOLOGIA Y DOCUMENTACION,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,20,40,10,0,10.0,10.0,N,458,,30,10.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,N,
21012,21,CONTADOR PUBLICO Y AUDITOR,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,25,20,25,20,0,10.0,10.0,N,458,,60,10.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,N,
21023,21,DISEÑO INDUSTRIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,25,35,10,10,0,20.0,20.0,N,458,,65,20.0,,,,N,,,S,21,21,7.0,N,,0,S,20,13,,S,
21024,21,DISEÑO EN COMUNICACION VISUAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,40,20,10,0,20.0,20.0,N,458,,70,20.0,,,,N,,,S,21,21,9.0,N,,0,S,20,13,,N,
21030,21,INGENIERIA EN INFORMATICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,135,30.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,20.0,S,
21031,21,INGENIERIA EN GEOMENSURA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,S,
21032,21,INGENIERIA EN CONSTRUCCION,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,25,20,20,5,10.0,10.0,S,458,,40,10.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,8.0,S,
21033,21,DERECHO,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,35,10,0,20.0,,N,458,,90,10.0,,,,N,,,N,21,21,5.0,N,,0,S,20,13,,N,
21041,21,INGENIERIA CIVIL EN COMPUTACION MENCION INFORMATICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,185,30.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,30.0,S,
21043,21,TRABAJO SOCIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,30,20,10,0,20.0,,N,458,,70,10.0,,,,N,,,N,21,21,5.0,N,,0,S,20,13,,N,
21045,21,INGENIERIA INDUSTRIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,S,
21046,21,BACHILLERATO EN CIENCIAS DE LA INGENIERIA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,35,0,10.0,10.0,N,458,,30,5.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,S,
21047,21,ARQUITECTURA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,20,25,20,20,0,15.0,15.0,N,458,,125,20.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,N,
21048,21,INGENIERIA COMERCIAL,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,20,30,30,0,10.0,10.0,N,458,,100,10.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,,N,
21049,21,INGENIERIA CIVIL EN CIENCIA DE DATOS,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,30,5,10.0,10.0,S,458,,30,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,6.0,S,
21053,21,PSICOLOGÍA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,20,30,20,0,20.0,20.0,N,458,,142,10.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,N,
21054,21,INGENIERIA EN ALIMENTOS,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,15,25,5,,15.0,S,458,,30,10.0,,,,N,,,N,21,21,4.0,N,,0,S,20,13,6.0,S,
21055,21,INGENIERIA CIVIL MATEMATICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,20,15,30,10,,10.0,S,458,,40,5.0,,,,N,,,N,21,21,2.0,N,,0,S,20,13,5.0,S,
21056,21,QUIMICA Y FARMACIA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,15,30,0,,15.0,N,458,,80,10.0,,,,N,,,N,21,21,2.0,N,,0,S,20,13,,N,
21057,21,INGENIERIA CIVIL BIOMEDICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,10,30,5,,15.0,S,458,,80,10.0,,,,N,,,N,21,21,2.0,N,,0,S,20,13,10.0,S,
21069,21,INGENIERIA CIVIL QUIMICA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,25,10,30,5,,15.0,S,458,,80,5.0,,,,N,,,N,21,21,2.0,N,,0,S,20,13,10.0,S,
21071,21,DIBUJANTE PROYECTISTA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,10,25,20,35,0,10.0,10.0,N,458,,30,5.0,,,,N,,,S,21,21,5.0,N,,0,S,20,13,,S,
21073,21,INGENIERIA EN BIOTECNOLOGIA,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,20,15,30,5,,15.0,S,458,,60,10.0,,,,N,,,N,21,21,4.0,N,,0,S,20,13,12.0,S,
21074,21,INGENIERIA CIVIL EN OBRAS CIVILES,UNIVERSIDAD TECNOLOGICA METROPOLITANA,13,15,20,15,35,5,10.0,10.0,S,458,,60,10.0,,,,N,,,S,21,21,2.0,N,,0,S,20,13,12.0,S,
